FullName,Distance,Event,SwimmerAge,EventCompetitionCategoryKey,SwimTime,SwimTimeAdj,Standard,MeetName,SwimDate,ClubName,LscCode,IsForeign,Rank,PowerPoints,Sanctioned
"Loktev, Denis",100,100 FR LCM,23,2,49.50,49.50,2024 Olympic Trials,2024 World Champs,2/14/2024,Unattached,US,True,59,955,Yes
"Pinfold, Brett",100,100 FR LCM,28,2,49.52,49.52,2024 Olympic Trials,2023 Toyota US Open Championships,12/2/2023,Swim Houston Aquatics Center,GU,False,60,954,Yes
"Coll Marti, Carles",100,100 FR LCM,22,2,49.54,49.54,2024 Olympic Trials,2024 GA Atlanta Classic,5/17/2024,Virginia Tech,VA,True,61,953,Yes
"Molla Yanes, Mario",100,100 FR LCM,22,2,49.56,49.56,2024 Olympic Trials,2024 VA HOKI May Day Invite,5/4/2024,Virginia Tech,VA,True,62,952,Yes
"Frankel, Tomer",100,100 FR LCM,23,2,49.57,49.57,2024 Olympic Trials,2024 Indy May Cup,5/18/2024,Indiana Swim Club,IN,True,63,952,Yes
"Koski, Tomas",100,100 FR LCM,19,2,49.59,49.59,2024 Olympic Trials,2024 GA Atlanta Classic,5/16/2024,Athens Bulldog Swim Club,GA,False,64,951,Yes
"Jones, Keaton",100,100 FR LCM,19,2,49.59,49.59,2024 Olympic Trials,2024 CA MVN Swim Meet of Champions,4/12/2024,Unattached,PC,False,64,951,Yes
"Bratanov, Koko",100,100 FR LCM,23,2,49.59,49.59,2024 Olympic Trials,2024 TYR Pro Swim Series - San Antonio,4/11/2024,Texas Ford Aquatics,NT,True,64,951,Yes
"Urlando, Luca",100,100 FR LCM,21,2,49.59,49.59,2024 Olympic Trials,2024 TYR Pro Swim Series - Westmont,3/9/2024,DART Swimming,SN,False,64,951,Yes
"Varjasi, Peter",100,100 FR LCM,23,2,49.60,49.60,2024 Olympic Trials,Georgia Invite LC TT,11/19/2023,Unattached,US,True,68,950,Yes
"Dilger, Devin",100,100 FR LCM,18,2,49.62,49.62,2024 Olympic Trials,2024 FL NCSA Swimming Championships,3/20/2024,OLY Swimming,MI,False,69,949,Yes
"Holmquist, Marcus",100,100 FR LCM,24,2,49.65,49.65,2024 Olympic Trials,2024 GA Atlanta Classic,5/18/2024,Veritas Swimming,NE,True,70,948,Yes
"Zhang, Wen",100,100 FR LCM,23,2,49.67,49.67,2024 Olympic Trials,2024 TYR Pro Swim Series - Westmont,3/9/2024,Unattached,CO,False,71,947,Yes
"Nankov, Deniel",100,100 FR LCM,20,2,49.67,49.67,2024 Olympic Trials,2023 SMU Invite LCM TT,11/15/2023,Unattached,US,True,71,947,Yes
"Santiso, Matias",100,100 FR LCM,19,2,49.68,49.68,2024 Olympic Trials,19th Pan American Games 2023,10/23/2023,Unattached,US,True,73,947,Yes
"Taylor, Camden",100,100 FR LCM,19,2,49.68,49.68,2024 Olympic Trials,2024 ST TXLA Longhorn Elite Invite,5/16/2024,Longhorn Aquatics,ST,False,73,947,Yes
"Lowe, Dalton",100,100 FR LCM,21,2,49.73,49.73,2024 Olympic Trials,2023 Toyota US Open Championships,12/2/2023,University of Louisville,KY,False,75,944,Yes
"Smith, Kieran",100,100 FR LCM,23,2,49.73,49.73,2024 Olympic Trials,2024 TYR Pro Swim Series - Knoxville,1/11/2024,Unknown,Unknown,False,75,944,Yes
"Brownstead, Matt",100,100 FR LCM,21,2,49.75,49.75,2024 Olympic Trials,Tennessee Invitational,11/17/2023,Unattached,US,False,77,943,Yes
"Schott, Mitchell",100,100 FR LCM,19,2,49.76,49.76,2024 Olympic Trials,2024 VA EZ LC Super Sectional Meet - Cap Reached,5/16/2024,Princeton University Swim Team,NJ,False,78,943,Yes
"Aikins, Jack",100,100 FR LCM,21,2,49.77,49.77,2024 Olympic Trials,2023 Toyota US Open Championships - Time Trials,11/30/2023,SwimAtlanta,GA,False,79,942,Yes
"Diehl, Daniel",100,100 FR LCM,17,2,49.82,49.82,2024 Olympic Trials,2023 Junior World Champs,9/8/2023,YMCA of Cumberland,MD,False,80,950,Yes
"Modglin, Will",100,100 FR LCM,20,2,49.83,49.83,2024 Olympic Trials,2024 ST TXLA Longhorn Elite Invite,5/16/2024,Zionsville Swim Club,IN,False,81,939,Yes
"Setzer, Sean",100,100 FR LCM,18,2,49.83,49.83,2024 Olympic Trials,2024 NC SwimMAC Martha McKee Charlotte Open,5/19/2024,"Waves Of Wilmington,Inc.",NC,False,81,939,Yes
"Eastman, Michael",100,100 FR LCM,24,2,49.84,49.84,2024 Olympic Trials,2024 Indy May Cup,5/18/2024,Indiana Swim Club,IN,False,83,939,Yes
"Seider, Quin",100,100 FR LCM,18,2,49.84,49.84,2024 Olympic Trials,2024 CA MVN Swim Meet of Champions,4/13/2024,Unattached,CA,False,83,939,Yes
"Meszaros, Daniel",100,100 FR LCM,20,2,49.85,49.85,2024 Olympic Trials,2023 Toyota US Open Championships,12/2/2023,Queens University,NC,True,85,938,Yes
"McCarty, Quintin",100,100 FR LCM,20,2,49.86,49.86,2024 Olympic Trials,2023 Toyota US Open Championships,12/2/2023,NC State University,NC,False,86,938,Yes
"Chambers, Micah",100,100 FR LCM,21,2,49.87,49.87,2024 Olympic Trials,2024 GA Atlanta Classic,5/16/2024,Unattached,SE,False,87,937,Yes
"Zhao, Jason",100,100 FR LCM,16,2,49.87,49.87,2024 Olympic Trials,2023 Junior World Champs,9/4/2023,Mason Manta Rays,OH,False,87,982,Yes
"Behar, Tiago",100,100 FR LCM,21,2,49.87,49.87,2024 Olympic Trials,2023 Toyota US Open Championships,12/2/2023,Unattached,AZ,True,87,937,Yes
"Greeley, David",100,100 FR LCM,20,2,49.88,49.88,2024 Olympic Trials,2024 GA Atlanta Classic,5/16/2024,Veritas Swimming,NE,False,90,937,Yes
"Petkovic, Andrija",100,100 FR LCM,22,2,49.88,49.88,2024 Olympic Trials,2024 TYR Pro Swim Series - Knoxville,1/11/2024,Unattached,SI,True,90,937,Yes
"Friese, Eric",100,100 FR LCM,25,2,49.90,49.90,2024 Olympic Trials,2024 TYR Pro Swim Series - San Antonio,4/11/2024,Gator Swim Club,FL,True,92,936,Yes
"Mykkanen, Christopher",100,100 FR LCM,23,2,49.91,49.91,2024 Olympic Trials,2024 NT SMU Time Trial,4/13/2024,Southern Methodist University,NT,False,93,935,Yes
"Fleagle, Josh",100,100 FR LCM,29,2,49.93,49.93,2024 Olympic Trials,2023 VA ISCA LC ISCA  Open,12/2/2023,Southeastern Swim Club,IN,False,94,934,Yes
"Berg, Max",100,100 FR LCM,21,2,49.94,49.94,2024 Olympic Trials,Tennessee Invitational,11/17/2023,Unattached,US,True,95,934,Yes
"Sivec, Vili",100,100 FR LCM,20,2,49.95,49.95,2024 Olympic Trials,2024 TYR Pro Swim Series - Westmont,3/9/2024,Cal State Univ - Bakersfield,CC,True,96,934,Yes
"Serdarevic, Lovro",100,100 FR LCM,20,2,50.01,50.01,2024 Summer Nationals (LCM),2024 MN STRM Spring Start Up,5/10/2024,University of Minnesota,MN,True,97,931,Yes
"Sartori, Murilo",100,100 FR LCM,21,2,50.01,50.01,2024 Summer Nationals (LCM),Ohio State Fall Invitational,11/18/2023,Unattached,US,True,97,931,Yes
"Maurer, Luke",100,100 FR LCM,22,2,50.01,50.01,2024 Summer Nationals (LCM),2023 Toyota US Open Championships,12/2/2023,Unattached,PC,False,97,931,Yes
"Hobson, Luke",200,200 FR LCM,20,2,1:45.26,1:45.26,2024 Olympic Trials,2024 World Champs,2/16/2024,University of Texas,ST,False,1,1054,Yes
"Miroslaw, Rafael",200,200 FR LCM,22,2,1:45.84,1:45.84,2024 Olympic Trials,2024 World Champs,2/13/2024,Indiana University,IN,True,2,1039,Yes
"Kibler, Drew",200,200 FR LCM,23,2,1:46.02,1:46.02,2024 Olympic Trials,2024 TYR Pro Swim Series - Westmont,3/7/2024,New York Athletic Club,MR,False,3,1035,Yes
"Shackell, Aaron",200,200 FR LCM,19,2,1:46.35,1:46.35,2024 Olympic Trials,2024 Central Zone East Spring Speedo Sectionals - In Section,3/22/2024,Carmel Swim Club,IN,False,4,1026,Yes
"Koski, Tomas",200,200 FR LCM,19,2,1:46.43,1:46.43,2024 Olympic Trials,2024 GA Atlanta Classic,5/17/2024,Athens Bulldog Swim Club,GA,False,5,1024,Yes
"Foster, Carson",200,200 FR LCM,22,2,1:46.58,1:46.58,2024 Olympic Trials,2024 TYR Pro Swim Series - San Antonio,4/12/2024,Mason Manta Rays,OH,False,6,1020,Yes
"Henveaux, Lucas",200,200 FR LCM,23,2,1:46.75,1:46.75,2024 Olympic Trials,2024 World Champs,2/12/2024,California Aquatics,PC,True,7,1016,Yes
"McFadden, Henry",200,200 FR LCM,18,2,1:46.80,1:46.80,2024 Olympic Trials,2023 Toyota US Open Championships,12/1/2023,Unattached,PC,False,8,1015,Yes
"Iga, Jorge",200,200 FR LCM,27,2,1:46.86,1:46.86,2024 Olympic Trials,2024 GA Atlanta Classic,5/18/2024,Pinnacle Racing,VA,True,9,1013,Yes
"Smith, Kieran",200,200 FR LCM,23,2,1:46.93,1:46.93,2024 Olympic Trials,World Swimming Cup - Budapest,10/22/2023,Ridgefield Aquatic Club,CT,False,10,1011,Yes
"Urlando, Luca",200,200 FR LCM,21,2,1:46.98,1:46.98,2024 Olympic Trials,2023 Toyota US Open Championships,12/1/2023,DART Swimming,SN,False,11,1010,Yes
"Dominguez Calonge, Luis",200,200 FR LCM,21,2,1:47.02,1:47.02,2024 Olympic Trials,2024 World Champs,2/16/2024,Virginia Tech,VA,True,12,1009,Yes
"Pieroni, Blake",200,200 FR LCM,28,2,1:47.02,1:47.02,2024 Olympic Trials,2024 Indy May Cup,5/16/2024,Indiana Swim Club,IN,False,12,1009,Yes
"Loktev, Denis",200,200 FR LCM,23,2,1:47.11,1:47.11,2024 Olympic Trials,2024 World Champs,2/12/2024,Unattached,US,True,14,1007,Yes
"Williamson, Maximus",200,200 FR LCM,17,2,1:47.11,1:47.11,2024 Olympic Trials,2023 Junior World Champs,9/7/2023,Lakeside Aquatic Club,NT,False,14,1010,Yes
"Jett, Gabriel",200,200 FR LCM,21,2,1:47.16,1:47.16,2024 Olympic Trials,2024 TYR Pro Swim Series - Westmont,3/7/2024,Unattached,PC,False,16,1005,Yes
"Carrozza, Coby",200,200 FR LCM,22,2,1:47.37,1:47.37,2024 Olympic Trials,19th Pan American Games 2023,10/22/2023,University of Texas,ST,False,17,1000,Yes
"Dressel, Caeleb",200,200 FR LCM,27,2,1:47.38,1:47.38,2024 Olympic Trials,2024 GA Atlanta Classic,5/17/2024,Gator Swim Club,FL,False,18,1000,Yes
"House, Grant",200,200 FR LCM,25,2,1:47.51,1:47.51,2024 Olympic Trials,2024 TYR Pro Swim Series - San Antonio,4/12/2024,Unattached,AZ,False,19,996,Yes
"Hanson, Robin",200,200 FR LCM,22,2,1:47.56,1:47.56,2024 Olympic Trials,2024 World Champs,2/12/2024,California Aquatics,PC,True,20,995,Yes
"Hawke, Charlie",200,200 FR LCM,21,2,1:47.65,1:47.65,2024 Olympic Trials,Tennessee Invitational,11/16/2023,University Of Alabama Swim Club,SE,True,21,993,Yes
"Hussey, Patrick",200,200 FR LCM,23,2,1:47.78,1:47.78,2024 Olympic Trials,Bell Canadian Olympic & Paralympic Trials 2024,5/15/2024,North Carolina Aquatic Club,NC,True,22,990,Yes
"Liendo, Josh",200,200 FR LCM,21,2,1:47.83,1:47.83,2024 Olympic Trials,Bell Canadian Olympic & Paralympic Trials 2024,5/15/2024,University of Florida,FL,True,23,988,Yes
"Grothe, Zane",200,200 FR LCM,31,2,1:47.98,1:47.98,2024 Olympic Trials,19th Pan American Games 2023,10/24/2023,Boulder City Henderson Swim Team,CA,False,24,985,Yes
"Sammon, Patrick",200,200 FR LCM,20,2,1:48.05,1:48.05,2024 Olympic Trials,2023 Toyota US Open Championships,12/1/2023,Unattached,AZ,False,25,983,Yes
"Navikonis, Tomas",200,200 FR LCM,20,2,1:48.06,1:48.06,2024 Olympic Trials,2023 Toyota US Open Championships,12/1/2023,Ohio State University,OH,True,26,983,Yes
"Sartori, Murilo",200,200 FR LCM,21,2,1:48.07,1:48.07,2024 Olympic Trials,2024 TYR Pro Swim Series - San Antonio,4/12/2024,University of Louisville,KY,True,27,982,Yes
"Curry, Brooks",200,200 FR LCM,22,2,1:48.24,1:48.24,2024 Olympic Trials,2023 Toyota US Open Championships,12/1/2023,California Aquatics,PC,False,28,978,Yes
"Mitchell, Jake",200,200 FR LCM,22,2,1:48.29,1:48.29,2024 Olympic Trials,2024 GA Atlanta Classic,5/17/2024,University of Florida,FL,False,29,977,Yes
"Alves, Kaique",200,200 FR LCM,22,2,1:48.35,1:48.35,2024 Olympic Trials,Tennessee Invitational,11/16/2023,Unattached,US,False,30,975,Yes
"Cotter, Michael",200,200 FR LCM,20,2,1:48.48,1:48.48,2024 Olympic Trials,2024 GA Atlanta Classic,5/17/2024,TAC Titans,NC,False,31,972,Yes
"Ben-Shitrit, Eitan",200,200 FR LCM,20,2,1:48.49,1:48.49,2024 Olympic Trials,2023 Toyota US Open Championships,12/1/2023,Univ. Of Michigan Swim Team,MI,True,32,972,Yes
"Zhang, Wen",200,200 FR LCM,23,2,1:48.52,1:48.52,2024 Olympic Trials,2024 CA Speedo Grand Challenge hosted by NOVA,5/24/2024,Air Force Academy,CO,False,33,971,Yes
"Lucas, Cooper",200,200 FR LCM,18,2,1:48.53,1:48.53,2024 Olympic Trials,2023 Junior World Champs,9/5/2023,Lakeside Aquatic Club,NT,False,34,971,Yes
"Dahlgren, Jack",200,200 FR LCM,24,2,1:48.56,1:48.56,2024 Olympic Trials,2024 GA Atlanta Classic,5/17/2024,Team Triumph,MV,False,35,970,Yes
"Julian, Trenton",200,200 FR LCM,24,2,1:48.57,1:48.57,2024 Olympic Trials,World Swimming Cup - Berlin,10/8/2023,Mission Viejo Nadadores,CA,False,36,970,Yes
"Zhao, Jason",200,200 FR LCM,16,2,1:48.60,1:48.60,2024 Olympic Trials,2023 Junior World Champs,9/5/2023,Mason Manta Rays,OH,False,37,1003,Yes
"Mestre, Alfonso",200,200 FR LCM,22,2,1:48.62,1:48.62,2024 Olympic Trials,2024 TYR Pro Swim Series - San Antonio,4/12/2024,Gator Swim Club,FL,True,38,968,Yes
"Schott, Mitchell",200,200 FR LCM,19,2,1:48.71,1:48.71,2024 Olympic Trials,2024 VA EZ LC Super Sectional Meet - Cap Reached,5/17/2024,Princeton University Swim Team,NJ,False,39,966,Yes
"Guiliano, Chris",200,200 FR LCM,20,2,1:48.75,1:48.75,2024 Olympic Trials,2024 Indy May Cup,5/16/2024,Unattached,IN,False,40,965,Yes
"Sibirtsev, Ilia",200,200 FR LCM,23,2,1:48.84,1:48.84,2024 Olympic Trials,2024 Indy May Cup,5/16/2024,University of Louisville,KY,True,41,963,Yes
"Soloveychik, Bar",200,200 FR LCM,23,2,1:48.98,1:48.98,2024 Olympic Trials,2024 MN UOFM 2024 Gopher Invite,4/20/2024,University of Minnesota,MN,True,42,959,Yes
"Maurer, Rex",200,200 FR LCM,19,2,1:49.10,1:49.10,2024 Olympic Trials,2024 ST TXLA Longhorn Elite Invite,5/17/2024,Longhorn Aquatics,ST,False,43,956,Yes
"Namir, Daniel",200,200 FR LCM,26,2,1:49.11,1:49.11,2024 Olympic Trials,2023 Toyota US Open Championships,12/1/2023,Unattached,US,True,44,956,Yes
"Hill, Julian",200,200 FR LCM,23,2,1:49.30,1:49.30,2024 Olympic Trials,2024 TYR Pro Swim Series - San Antonio,4/12/2024,Unattached,AZ,False,45,951,Yes
"Felt, Dylan",200,200 FR LCM,19,2,1:49.35,1:49.35,2024 Olympic Trials,2024 FL SZSS Summer Championships,5/23/2024,Swim Fort Lauderdale,FG,False,46,950,Yes
"Mykkanen, Christopher",200,200 FR LCM,23,2,1:49.39,1:49.39,2024 Olympic Trials,2024 NT SMU Time Trial,4/12/2024,Southern Methodist University,NT,False,47,949,Yes
"Daleiden Ciuferri, Ralph",200,200 FR LCM,21,2,1:49.42,1:49.42,2024 Olympic Trials,2024 AZ SUN Devil Open,5/18/2024,Arizona Elite,AZ,True,48,948,Yes
"Haskal, Manning",200,200 FR LCM,20,2,1:49.47,1:49.47,2024 Olympic Trials,2024 ST TXLA Longhorn Elite Invite,5/17/2024,Longhorn Aquatics,ST,False,49,947,Yes
"Winkler, Kaii",200,200 FR LCM,17,2,1:49.50,1:49.50,2024 Olympic Trials,2023 Toyota US Open Championships,12/1/2023,Eagle Aquatics,FG,False,50,949,Yes
"Shackell, Andrew",200,200 FR LCM,17,2,1:49.55,1:49.55,2024 Olympic Trials,2024 Indy May Cup,5/16/2024,Carmel Swim Club,IN,False,51,948,Yes
"Polonsky, Ron",200,200 FR LCM,23,2,1:49.62,1:49.62,2024 Olympic Trials,2024 TYR Pro Swim Series - San Antonio,4/12/2024,Unattached,PC,True,52,943,Yes
"Hafnaoui, Ahmed",200,200 FR LCM,20,2,1:49.63,1:49.63,2024 Olympic Trials,IU v KY,10/4/2023,Unattached,US,True,53,943,Yes
"Mijatovic, Luka",200,200 FR LCM,14,2,1:49.63,1:49.63,2024 Olympic Trials,2024 PC CA/NV Speedo Sectionals hosted by TCA,3/1/2024,Pleasanton Seahawks,PC,False,53,1088,Yes
"Germonprez, Nate",200,200 FR LCM,19,2,1:49.67,1:49.67,2024 Olympic Trials,2024 TYR Pro Swim Series - San Antonio,4/12/2024,Unattached,ST,False,55,942,Yes
"Johnston, David",200,200 FR LCM,22,2,1:49.70,1:49.70,2024 Olympic Trials,2023 CA Southern Pacific Sr Invite (LCM) hosted by TST/GWSC,11/18/2023,The Swim Team,CA,False,56,941,Yes
"Hoagland, Jack",200,200 FR LCM,23,2,1:49.72,1:49.72,2024 Olympic Trials,2024 NT SMU Time Trial,4/12/2024,Unattached,US,False,57,941,Yes
"Nelson, Baylor",200,200 FR LCM,20,2,1:49.75,1:49.75,2024 Olympic Trials,Lonestar Last Chance,3/7/2024,Texas A & M University,GU,False,58,940,Yes
"Berg, Max",200,200 FR LCM,21,2,1:49.76,1:49.76,2024 Olympic Trials,Tennessee Invitational,11/16/2023,Unattached,US,True,59,940,Yes
"Burns, Brendan",200,200 FR LCM,22,2,1:49.76,1:49.76,2024 Olympic Trials,2023 Toyota US Open Championships,12/1/2023,Indiana University,IN,False,59,940,Yes
"Schmidt, Danny",200,200 FR LCM,22,2,1:49.80,1:49.80,2024 Olympic Trials,2024 TYR Pro Swim Series - San Antonio,4/12/2024,Auburn University,SE,True,61,939,Yes
"Lancaster, Kayden",200,200 FR LCM,19,2,1:49.81,1:49.81,2024 Olympic Trials,2024 Indy May Cup,5/16/2024,University of Louisville,KY,False,62,939,Yes
"Magahey, Jake",200,200 FR LCM,22,2,1:49.81,1:49.81,2024 Olympic Trials,Georgia Invite LC TT,11/19/2023,Athens Bulldog Swim Club,GA,False,62,939,Yes
"Whitlock, Luke",200,200 FR LCM,17,2,1:49.88,1:49.88,2024 Olympic Trials,2023 Toyota US Open Championships,12/1/2023,Fishers Area Swimming Tigers,IN,False,64,940,Yes
"Held, Ryan",200,200 FR LCM,28,2,1:49.90,1:49.90,2024 Olympic Trials,2024 TYR Pro Swim Series - Westmont,3/7/2024,New York Athletic Club,MR,False,65,936,Yes
"McDonald, Owen",200,200 FR LCM,20,2,1:49.91,1:49.91,2024 Olympic Trials,2024 GA Atlanta Classic,5/17/2024,Unattached,GA,False,66,936,Yes
"Forrest, Jack",200,200 FR LCM,19,2,1:50.03,1:50.03,2024 Summer Nationals (LCM),2024 GU Texas Senior Circuit 2,5/24/2024,Southern Methodist University,NT,False,67,933,Yes
"Thiesing, Alex",200,200 FR LCM,17,2,1:50.06,1:50.06,2024 Summer Nationals (LCM),2024 Central Zone East Spring Speedo Sectionals - In Section,3/22/2024,Lakeside Swim Team,KY,False,68,936,Yes
"Frankel, Tomer",200,200 FR LCM,23,2,1:50.06,1:50.06,2024 Summer Nationals (LCM),2024 Indy May Cup,5/16/2024,Indiana Swim Club,IN,True,68,933,Yes
"Diehl, Daniel",200,200 FR LCM,18,2,1:50.08,1:50.08,2024 Summer Nationals (LCM),2023 Toyota US Open Championships,12/1/2023,YMCA of Cumberland,MD,False,70,932,Yes
"Green, Sean",200,200 FR LCM,16,2,1:50.08,1:50.08,2024 Summer Nationals (LCM),2024 FL NCSA Swimming Championships,3/21/2024,Long Island Aquatic Club,MR,False,70,966,Yes
"Stokowski, Kacper",200,200 FR LCM,25,2,1:50.09,1:50.09,2024 Summer Nationals (LCM),2024 TYR Pro Swim Series - Knoxville TT,1/12/2024,NC State University,NC,True,72,932,Yes
"Windle, Calvin",200,200 FR LCM,21,2,1:50.13,1:50.13,2024 Summer Nationals (LCM),2024 GA Atlanta Classic,5/17/2024,U. of Missouri,MV,False,73,931,Yes
"Behar, Tiago",200,200 FR LCM,21,2,1:50.14,1:50.14,2024 Summer Nationals (LCM),2023 Toyota US Open Championships,12/1/2023,Unattached,AZ,True,74,931,Yes
"Morris, Chris",200,200 FR LCM,21,2,1:50.20,1:50.20,2024 Summer Nationals (LCM),2024 WI MAC LONG COURSE MIDWEST INVITATIONAL,5/19/2024,Wisconsin Aquatics,WI,False,75,929,Yes
"Huckabay, Jackson",200,200 FR LCM,21,2,1:50.21,1:50.21,2024 Summer Nationals (LCM),2024 CA Speedo Grand Challenge hosted by NOVA,5/26/2024,Unattached,CC,False,76,929,Yes
"Ekk, Ethan",200,200 FR LCM,16,2,1:50.21,1:50.21,2024 Summer Nationals (LCM),2024 FL Southern Zone South Sectional Championship,2/8/2024,Area Tallahassee Aquatic Club,FL,False,76,963,Yes
"Vargas, Joaquin",200,200 FR LCM,21,2,1:50.23,1:50.23,2024 Summer Nationals (LCM),Louisville vs University of Tennessee,10/12/2023,Tennessee Aquatics,SE,True,78,928,Yes
"Maurer, Luke",200,200 FR LCM,22,2,1:50.26,1:50.26,2024 Summer Nationals (LCM),2023 Toyota US Open Championships,12/1/2023,Unattached,PC,False,79,928,Yes
"Lasco, Destin",200,200 FR LCM,22,2,1:50.27,1:50.27,2024 Summer Nationals (LCM),2024 TYR Pro Swim Series - Westmont,3/7/2024,Unattached,PC,False,80,927,Yes
"Sztolcman, Christian",200,200 FR LCM,24,2,1:50.37,1:50.37,2024 Summer Nationals (LCM),2024 GA Atlanta Classic,5/17/2024,Wolfpack Elite,NC,False,81,925,Yes
"Nankov, Deniel",200,200 FR LCM,21,2,1:50.39,1:50.39,2024 Summer Nationals (LCM),2024 TYR Pro Swim Series - San Antonio TT,4/12/2024,Bulldog Swimming,CT,True,82,924,Yes
"Greeley, David",200,200 FR LCM,20,2,1:50.43,1:50.43,2024 Summer Nationals (LCM),2024 GA Atlanta Classic,5/17/2024,Veritas Swimming,NE,False,83,923,Yes
"Jones, Keaton",200,200 FR LCM,19,2,1:50.46,1:50.46,2024 Summer Nationals (LCM),2024 Southern California Invite - hosted by NOVA,5/17/2024,California Aquatics,PC,False,84,923,Yes
"Piszczorowicz, Bart",200,200 FR LCM,24,2,1:50.46,1:50.46,2024 Summer Nationals (LCM),2024 TYR Pro Swim Series - Westmont,3/7/2024,Wolfpack Elite,NC,True,84,923,Yes
"Taylor, Camden",200,200 FR LCM,19,2,1:50.48,1:50.48,2024 Summer Nationals (LCM),2024 ST TXLA Longhorn Elite Invite,5/17/2024,Longhorn Aquatics,ST,False,86,922,Yes
"Ruvalcaba Cruz, Hector",200,200 FR LCM,26,2,1:50.52,1:50.52,2024 Summer Nationals (LCM),19th Pan American Games 2023,10/22/2023,Aggie Swim Club,GU,True,87,921,Yes
"Heilman, Thomas",200,200 FR LCM,17,2,1:50.53,1:50.53,2024 Summer Nationals (LCM),2024 TYR Pro Swim Series - Westmont,3/7/2024,Cavalier Aquatics/Piedmont Family YMCA,VA,False,88,924,Yes
"Unlu, Baturalp",200,200 FR LCM,21,2,1:50.63,1:50.63,2024 Summer Nationals (LCM),Texas A&M vs. Georgia Tech & Texas,11/4/2023,Unattached,US,True,89,918,Yes
"Dupont Cabrera, Andres",200,200 FR LCM,20,2,1:50.68,1:50.68,2024 Summer Nationals (LCM),2023 Toyota US Open Championships,12/1/2023,Unattached,PC,True,90,917,Yes
"Metzler, Alex",200,200 FR LCM,21,2,1:50.72,1:50.72,2024 Summer Nationals (LCM),2024 Indy May Cup,5/16/2024,Ohio State University,OH,True,91,916,Yes
"Wu, Tim",200,200 FR LCM,15,2,1:50.74,1:50.74,2024 Summer Nationals (LCM),2024 PC George Haines International Meet,5/27/2024,Pleasanton Seahawks,PC,False,92,1004,Yes
"Axon, Alex",200,200 FR LCM,20,2,1:50.75,1:50.75,2024 Summer Nationals (LCM),Ohio State Fall Invitational,11/17/2023,Ohio State University,OH,True,93,916,Yes
"Cynor, Quinn",200,200 FR LCM,21,2,1:50.75,1:50.75,2024 Summer Nationals (LCM),2024 TYR Pro Swim Series - Westmont,3/7/2024,Wyoming Aquatics,WY,False,93,916,Yes
"Percinic, Karlo",200,200 FR LCM,20,2,1:50.79,1:50.79,2024 Summer Nationals (LCM),2024 GU Texas Senior Circuit 1,5/4/2024,Louisiana State University,LA,True,95,915,Yes
"Ponce De Leon, Rafael",200,200 FR LCM,22,2,1:50.84,1:50.84,2024 Summer Nationals (LCM),Tennessee Invitational,11/16/2023,University Of Tennessee,SE,True,96,913,Yes
"Schmidt, Danny",200,200 FR LCM,22,2,1:50.86,1:50.86,2024 Summer Nationals (LCM),Georgia Invite LC TT,11/19/2023,Unattached,US,True,97,913,Yes
"Hesser, Trey",200,200 FR LCM,18,2,1:50.88,1:50.88,2024 Summer Nationals (LCM),2024 18 & Under Spring Cup - Mesa,5/3/2024,Gold Medal Swim Club,AZ,False,98,912,Yes
"Sergile, Sebastien",200,200 FR LCM,19,2,1:50.90,1:50.90,2024 Summer Nationals (LCM),Tennessee Invitational,11/16/2023,Unattached,VA,False,99,912,Yes
"Henveaux, Lucas",400,400 FR LCM,23,2,3:44.61,3:44.61,2024 Olympic Trials,2024 World Champs,2/11/2024,California Aquatics,PC,True,1,1032,Yes
"Smith, Kieran",400,400 FR LCM,23,2,3:46.80,3:46.80,2024 Olympic Trials,World Swimming Cup - Budapest,10/20/2023,Ridgefield Aquatic Club,CT,False,2,1006,Yes
"Johnston, David",400,400 FR LCM,22,2,3:46.99,3:46.99,2024 Olympic Trials,2024 World Champs,2/11/2024,The Swim Team,CA,False,3,1004,Yes
"Mestre, Alfonso",400,400 FR LCM,22,2,3:47.14,3:47.14,2024 Olympic Trials,2024 TYR Pro Swim Series - San Antonio,4/11/2024,Gator Swim Club,FL,True,4,1002,Yes
"Kibler, Drew",400,400 FR LCM,23,2,3:47.58,3:47.58,2024 Olympic Trials,2023 Toyota US Open Championships,11/30/2023,Sun Devil Swimming,AZ,False,5,997,Yes
"Foster, Carson",400,400 FR LCM,22,2,3:47.64,3:47.64,2024 Olympic Trials,2024 TYR Pro Swim Series - San Antonio,4/11/2024,Mason Manta Rays,OH,False,6,996,Yes
"Hafnaoui, Ahmed",400,400 FR LCM,21,2,3:48.05,3:48.05,2024 Olympic Trials,2024 World Champs,2/11/2024,The Swim Team,CA,True,7,991,Yes
"Elkamash, Marwan",400,400 FR LCM,30,2,3:48.21,3:48.21,2024 Olympic Trials,2024 CA Speedo Grand Challenge hosted by NOVA,5/25/2024,The Swim Team,CA,True,8,989,Yes
"Sibirtsev, Ilia",400,400 FR LCM,23,2,3:48.57,3:48.57,2024 Olympic Trials,2024 Indy May Cup,5/17/2024,University of Louisville,KY,True,9,985,Yes
"Chmielewski, Krzysztof",400,400 FR LCM,19,2,3:48.71,3:48.71,2024 Olympic Trials,2024 World Champs,2/11/2024,Unattached,US,True,10,983,Yes
